,Metadata_Col,Metadata_Row,Metadata_Well,Metadata_perturbation_id,Metadata_perturbation_type,QC_cell_count,QC_cell_count_cov,QC_cov_failed,QC_position_effect
1505,25,E,E25,pert_1176,trt,1357,0.44423417541873067,False,0.1349206349206349
1506,16,M,M16,pert_1177,trt,1362,0.12031443044491515,False,0.0759493670886076
1507,13,L,L13,pert_1178,trt,1495,2.1751446905984744,True,0.1012658227848101
1508,19,I,I19,pert_1179,trt,1659,-0.9500007036889394,False,0.0759493670886076
1509,17,Q,Q17,pert_1180,trt,1392,1.6248032389319689,True,0.1012658227848101
1510,9,U,U09,pert_1181,trt,1477,0.2060560565325905,False,0.1139240506329113
1511,40,I,I40,pert_1182,trt,1386,-1.0282686519249293,False,0.2151898734177215
1512,39,H,H39,pert_1183,trt,1279,-1.5233790399271823,False,0.2025316455696202
1513,22,Z,Z22,pert_1184,trt,1541,1.086720091005228,True,0.1012658227848101
1514,43,G,G43,pert_1185,trt,1199,-0.10992505091644944,False,0.2658227848101265
1515,22,AA,AA22,pert_1186,trt,1073,0.4330821515700394,False,0.0886075949367088
1516,12,U,U12,pert_1187,trt,1537,-0.3180089424066043,False,0.1772151898734177
1517,28,AB,AB28,pert_1188,trt,1358,1.2574691559928461,True,0.1645569620253164
1518,35,I,I35,pert_1189,trt,1469,0.8981771229409573,False,0.1265822784810126
1519,20,O,O20,pert_1190,trt,1436,0.5693070274805393,False,0.1012658227848101
1520,37,M,M37,pert_1191,trt,1528,1.6561740228101436,True,0.0632911392405063
1521,26,O,O26,pert_1192,trt,1410,1.293730494966477,True,0.0632911392405063
1522,22,U,U22,pert_1193,trt,1473,0.6274205143022678,False,0.0632911392405063
1523,34,M,M34,pert_1194,trt,1587,-1.1156767233219043,False,0.2025316455696202
1524,10,P,P10,pert_1195,trt,1072,0.194999475105716,False,0.1772151898734177
1525,12,X,X12,pert_1196,trt,1491,1.3353354570991245,True,0.2025316455696202
1526,30,AA,AA30,pert_1197,trt,1521,-0.21257957452488546,False,0.1012658227848101
1527,20,W,W20,pert_1198,trt,1576,2.05007793051274,True,0.1139240506329113
1528,17,H,H17,pert_1199,trt,1118,-1.3400239817196344,False,0.0379746835443038
1529,23,G,G23,pert_1200,trt,1423,1.7019204153887992,True,0.1518987341772152
1530,36,T,T36,pert_1201,trt,828,-0.6601919837616962,False,0.1012658227848101
1531,14,S,S14,pert_1202,trt,1526,-1.6132494619654252,False,0.1012658227848101
1532,40,P,P40,pert_1203,trt,1576,-1.864930352754427,False,0.1518987341772152
1533,22,P,P22,pert_1204,trt,1424,-0.911603356111768,False,0.1518987341772152
1534,10,J,J10,pert_1205,trt,1669,0.06408242706588539,False,0.0886075949367088
1535,31,J,J31,pert_1206,trt,1494,-0.1382021995764574,False,0.1645569620253164
