,Metadata_Col,Metadata_Row,Metadata_Well,Metadata_perturbation_id,Metadata_perturbation_type,QC_cell_count,QC_cell_count_cov,QC_cov_failed,QC_position_effect
0,1,A,A01,pert_0000,trt,1096,-1.4684692741010068,False,0.3545706371191136
1,2,A,A02,pert_0000,trt,1555,0.828631709331395,False,0.3019390581717451
2,3,A,A03,pert_0000,trt,1468,0.7897382086869332,False,0.2465373961218836
3,4,A,A04,pert_0000,trt,1281,-1.1675130078583915,False,0.2077562326869806
4,5,A,A05,pert_0000,trt,1053,-0.6240643337564883,False,0.3185595567867036
5,6,A,A06,pert_0000,trt,1272,-1.3995713167966415,False,0.1883656509695291
6,7,A,A07,pert_0000,trt,1384,-0.6376338509688882,False,0.2686980609418282
7,8,A,A08,pert_0000,trt,1435,-0.37091997808328436,False,0.1551246537396121
8,9,A,A09,pert_0000,trt,1217,0.2994469355490289,False,0.2853185595567867
9,10,A,A10,pert_0000,trt,1380,-2.8180379105599487,False,0.1966759002770083
10,11,A,A11,pert_0000,trt,1271,1.561816061013325,True,0.2659279778393352
11,12,A,A12,pert_0000,trt,1347,0.4379372570167542,False,0.2465373961218836
12,13,A,A13,pert_0000,trt,1359,-0.5671659156003869,False,0.2880886426592798
13,14,A,A14,pert_0000,trt,1365,0.7531201456911861,False,0.0664819944598338
14,15,A,A15,pert_0000,trt,1562,1.205256417221166,True,0.2493074792243767
15,16,A,A16,pert_0000,trt,1374,1.352157008103588,True,0.2493074792243767
16,17,A,A17,pert_0000,trt,1519,-0.11816076684663065,False,0.2409972299168975
17,18,A,A18,pert_0000,trt,1424,0.01953974840620883,False,0.0831024930747922
18,19,A,A19,pert_0000,trt,1415,-0.20314307958234945,False,0.2548476454293629
19,20,A,A20,pert_0000,trt,1304,-0.7974801539702817,False,0.1883656509695291
20,21,A,A21,pert_0000,trt,1489,-0.6147507940027269,False,0.260387811634349
21,22,A,A22,pert_0000,trt,1523,0.9848089302666275,False,0.1440443213296399
22,23,A,A23,pert_0000,trt,1447,-0.24726372229277851,False,0.2659279778393352
23,24,A,A24,pert_0000,trt,1457,-0.12835310286146048,False,0.1024930747922437
24,25,A,A25,pert_0000,trt,1409,-0.8537935151336511,False,0.1301939058171745
25,26,A,A26,pert_0000,trt,1432,1.745254812817327,True,0.1883656509695291
26,27,A,A27,pert_0000,trt,1476,-0.5319279025172885,False,0.1301939058171745
27,28,A,A28,pert_0000,trt,1401,1.3785989265738454,True,0.1939058171745152
28,29,A,A29,pert_0000,trt,1304,-0.28536134776780153,False,0.1966759002770083
29,30,A,A30,pert_0000,trt,1472,-0.615978978127767,False,0.1662049861495844
30,31,A,A31,pert_0000,trt,766,-0.6261210524067677,False,0.0692520775623268
31,32,A,A32,pert_0000,trt,1438,-1.1549024960588867,False,0.1218836565096952
32,33,A,A33,pert_0000,trt,1476,0.49843402296841244,False,0.0886426592797784
33,34,A,A34,pert_0000,trt,1627,-0.8533004943203336,False,0.1301939058171745
34,35,A,A35,pert_0000,trt,1423,-0.21800521598228637,False,0.1440443213296399
35,36,A,A36,pert_0000,trt,1404,0.173001782544189,False,0.0997229916897507
36,37,A,A37,pert_0000,trt,1535,0.761423336337128,False,0.1911357340720221
37,38,A,A38,pert_0000,trt,1374,-0.22236456324957135,False,0.1468144044321329
38,39,A,A39,pert_0000,trt,1452,0.318628784400867,False,0.1357340720221606
39,40,A,A40,pert_0000,trt,1326,0.8453811269351479,False,0.1052631578947368
40,41,A,A41,pert_0000,trt,1385,0.025560086040066186,False,0.2105263157894736
41,42,A,A42,pert_0000,trt,1352,0.8991361644895874,False,0.1412742382271468
42,43,A,A43,pert_0000,trt,1308,0.18582047668752755,False,0.1662049861495844
43,44,A,A44,pert_0000,trt,1186,0.47777367245347724,False,0.1551246537396121
44,45,A,A45,pert_0000,trt,1265,0.719495165321825,False,0.2132963988919667
45,46,A,A46,pert_0000,trt,1510,0.9438593987623799,False,0.2742382271468144
46,47,A,A47,pert_0000,trt,1360,-1.9786893953264897,False,0.2299168975069252
47,48,A,A48,pert_0000,trt,1035,0.9334487355491445,False,0.3767313019390582
48,1,B,B01,pert_0000,trt,1483,-0.5102926943199717,False,0.2936507936507936
49,48,B,B48,pert_0000,trt,896,0.8441613808488208,False,0.1111111111111111
50,1,C,C01,pert_0000,trt,1106,-0.3521405829940195,False,0.2539682539682539
51,48,C,C48,pert_0000,trt,1408,0.1472990107982379,False,0.2619047619047619
52,1,D,D01,pert_0000,trt,1634,0.12588529508904064,False,0.2539682539682539
53,48,D,D48,pert_0000,trt,1290,0.3396056694555262,False,0.119047619047619
54,1,E,E01,pert_0000,trt,1437,0.660101242008257,False,0.2619047619047619
55,48,E,E48,pert_0000,trt,1364,-0.3308685633998363,False,0.1428571428571428
56,1,F,F01,pert_0000,trt,1377,0.8908962656062767,False,0.2301587301587301
57,48,F,F48,pert_0000,trt,1377,-0.40459398758752424,False,0.4682539682539682
58,1,G,G01,pert_0000,trt,1565,-1.7271574455790066,False,0.4177215189873418
59,48,G,G48,pert_0000,trt,1309,1.5173851507693474,True,0.379746835443038
60,1,H,H01,pert_0000,trt,1608,-1.0436114373367589,False,0.3417721518987341
61,48,H,H48,pert_0000,trt,1239,0.24369704741702777,False,0.2531645569620253
62,1,I,I01,pert_0000,trt,1364,-0.06389071643457292,False,0.4050632911392405
63,48,I,I48,pert_0000,trt,1296,0.4455824134340738,False,0.3164556962025316
64,1,J,J01,pert_0000,trt,1404,-0.5823213491178407,False,0.4050632911392405
65,48,J,J48,pert_0000,trt,1374,-1.834152084235767,False,0.2151898734177215
66,1,K,K01,pert_0000,trt,1537,0.4742136884465839,False,0.3924050632911392
67,48,K,K48,pert_0000,trt,1354,-0.42628346610878987,False,0.3037974683544304
68,1,L,L01,pert_0000,trt,1512,0.016182322560218173,False,0.4050632911392405
69,48,L,L48,pert_0000,trt,1272,-1.1252414228099628,False,0.2784810126582278
70,1,M,M01,pert_0000,trt,1631,-0.522137139810419,False,0.4177215189873418
71,48,M,M48,pert_0000,trt,673,0.4763540035167174,False,0.0886075949367088
72,1,N,N01,pert_0000,trt,1554,-2.339733501607775,False,0.4177215189873418
73,48,N,N48,pert_0000,trt,1389,0.19518660540091168,False,0.189873417721519
74,1,O,O01,pert_0000,trt,1396,0.973309687012092,False,0.3291139240506329
75,48,O,O48,pert_0000,trt,1364,-0.13011865920836027,False,0.2911392405063291
76,1,P,P01,pert_0000,trt,1439,0.36669617585813036,False,0.3924050632911392
77,48,P,P48,pert_0000,trt,1199,-0.7888352205711994,False,0.3544303797468354
78,1,Q,Q01,pert_0000,trt,1525,0.5462505212312226,False,0.3924050632911392
79,48,Q,Q48,pert_0000,trt,1440,-0.43478467202542387,False,0.3164556962025316
80,1,R,R01,pert_0000,trt,1673,0.056985487693421905,False,0.2278481012658227
81,48,R,R48,pert_0000,trt,1209,1.5058976317413713,True,0.3670886075949367
82,1,S,S01,pert_0000,trt,1553,0.3563421456511605,False,0.3924050632911392
83,48,S,S48,pert_0000,trt,1273,0.860453794172248,False,0.2911392405063291
84,1,T,T01,pert_0000,trt,1552,-0.6802554881585571,False,0.4050632911392405
85,48,T,T48,pert_0000,trt,1439,0.20734600994625,False,0.2278481012658227
86,1,U,U01,pert_0000,trt,1113,-0.4999184070336186,False,0.3670886075949367
87,48,U,U48,pert_0000,trt,1372,0.2616432225815422,False,0.2025316455696202
88,1,V,V01,pert_0000,trt,1588,-0.8045118272401721,False,0.2911392405063291
89,48,V,V48,pert_0000,trt,1128,-0.05482108890164656,False,0.2911392405063291
90,1,W,W01,pert_0000,trt,1553,0.23049387165653956,False,0.3544303797468354
91,48,W,W48,pert_0000,trt,1332,1.4993353782639833,True,0.3037974683544304
92,1,X,X01,pert_0000,trt,1404,-0.6436336586119263,False,0.3670886075949367
93,48,X,X48,pert_0000,trt,1319,-0.13064948550422573,False,0.3291139240506329
94,1,Y,Y01,pert_0000,trt,1546,0.15746997023740766,False,0.430379746835443
95,48,Y,Y48,pert_0000,trt,1345,-1.194992212065916,False,0.3164556962025316
96,1,Z,Z01,pert_0000,trt,1423,1.3843694805130777,True,0.379746835443038
97,48,Z,Z48,pert_0000,trt,1321,0.139181713766146,False,0.2911392405063291
98,1,AA,AA01,pert_0000,trt,1530,0.7618575534360619,False,0.3924050632911392
99,48,AA,AA48,pert_0000,trt,1449,-0.5639124521836018,False,0.189873417721519
100,1,AB,AB01,pert_0000,trt,1702,0.34521535697632366,False,0.4177215189873418
101,48,AB,AB48,pert_0000,trt,1387,-0.02121665373367856,False,0.1012658227848101
102,1,AC,AC01,pert_0000,trt,1712,1.469399634893011,True,0.3037974683544304
103,48,AC,AC48,pert_0000,trt,1464,-0.7643838562602853,False,0.2025316455696202
104,1,AD,AD01,pert_0000,trt,1720,0.6270722777551089,False,0.4936708860759494
105,48,AD,AD48,pert_0000,trt,1456,2.391987802699405,True,0.2025316455696202
106,1,AE,AE01,pert_0000,trt,1638,0.3663536351928573,False,0.4810126582278481
107,48,AE,AE48,pert_0000,trt,1386,-0.3585954179635596,False,0.4430379746835443
108,1,AF,AF01,pert_0000,trt,965,0.6849158658888318,False,0.6708860759493671
109,2,AF,AF02,pert_0000,trt,1533,-0.12046337351456413,False,0.4936708860759494
110,3,AF,AF03,pert_0000,trt,1608,-1.6184492556469137,False,0.3164556962025316
111,4,AF,AF04,pert_0000,trt,1423,-0.31388116329238275,False,0.3417721518987341
112,5,AF,AF05,pert_0000,trt,1427,1.413825503732612,True,0.2658227848101265
113,6,AF,AF06,pert_0000,trt,1380,-0.504391010657773,False,0.4810126582278481
114,7,AF,AF07,pert_0000,trt,1650,0.24433672328499545,False,0.3417721518987341
115,8,AF,AF08,pert_0000,trt,1524,0.8017580314470083,False,0.3037974683544304
116,9,AF,AF09,pert_0000,trt,1364,0.09820470515847128,False,0.5822784810126582
117,10,AF,AF10,pert_0000,trt,1178,0.001161355481453258,False,0.4050632911392405
118,11,AF,AF11,pert_0000,trt,1563,-0.046294347174205046,False,0.3037974683544304
119,12,AF,AF12,pert_0000,trt,1374,-1.5098039880571406,False,0.3291139240506329
120,13,AF,AF13,pert_0000,trt,1489,-0.09250880818494472,False,0.379746835443038
121,14,AF,AF14,pert_0000,trt,943,-0.6670173790802401,False,0.2911392405063291
122,15,AF,AF15,pert_0000,trt,1433,-0.4763365395181094,False,0.5189873417721519
123,16,AF,AF16,pert_0000,trt,1495,0.8706963336465983,False,0.4177215189873418
124,17,AF,AF17,pert_0000,trt,1491,1.2197141548832757,True,0.5316455696202531
125,18,AF,AF18,pert_0000,trt,1241,1.2449596110838068,True,0.2531645569620253
126,19,AF,AF19,pert_0000,trt,1517,1.1438387939881787,True,0.3924050632911392
127,20,AF,AF20,pert_0000,trt,1435,-0.6995719170327735,False,0.3670886075949367
128,21,AF,AF21,pert_0000,trt,1312,-1.76018561455741,False,0.2911392405063291
129,22,AF,AF22,pert_0000,trt,1253,0.62600588964511,False,0.4050632911392405
130,23,AF,AF23,pert_0000,trt,1390,1.7158804855734584,True,0.4810126582278481
131,24,AF,AF24,pert_0000,trt,1324,0.3640097105544701,False,0.2658227848101265
132,25,AF,AF25,pert_0000,trt,1307,0.3562146932694952,False,0.3417721518987341
133,26,AF,AF26,pert_0000,trt,1638,1.5522003607333668,True,0.4050632911392405
134,27,AF,AF27,pert_0000,trt,1312,0.6742894465744729,False,0.3544303797468354
135,28,AF,AF28,pert_0000,trt,1433,-0.7402929678150381,False,0.4177215189873418
136,29,AF,AF29,pert_0000,trt,1429,1.7560802657268757,True,0.2658227848101265
137,30,AF,AF30,pert_0000,trt,1051,-1.6957085225723363,False,0.3544303797468354
138,31,AF,AF31,pert_0000,trt,1576,0.08873201916469739,False,0.3164556962025316
139,32,AF,AF32,pert_0000,trt,1479,0.8445591689275548,False,0.2531645569620253
140,33,AF,AF33,pert_0000,trt,1522,0.4836353315525736,False,0.4683544303797468
141,34,AF,AF34,pert_0000,trt,1506,-0.20928056758145144,False,0.430379746835443
142,35,AF,AF35,pert_0000,trt,1481,-0.7279536936368205,False,0.3670886075949367
143,36,AF,AF36,pert_0000,trt,1175,2.839482573417308,True,0.3417721518987341
144,37,AF,AF37,pert_0000,trt,1372,0.08140584667243433,False,0.3291139240506329
145,38,AF,AF38,pert_0000,trt,1399,-0.4469719116859738,False,0.2784810126582278
146,39,AF,AF39,pert_0000,trt,1506,-0.8704733522249103,False,0.3924050632911392
147,40,AF,AF40,pert_0000,trt,1343,-0.8173535289027917,False,0.3037974683544304
148,41,AF,AF41,pert_0000,trt,1512,1.3715547235933245,True,0.3417721518987341
149,42,AF,AF42,pert_0000,trt,1496,1.9809755791618997,True,0.2658227848101265
150,43,AF,AF43,pert_0000,trt,1322,-0.8164327322524271,False,0.3037974683544304
151,44,AF,AF44,pert_0000,trt,1510,1.4597892154201204,True,0.3037974683544304
152,45,AF,AF45,pert_0000,trt,1492,-0.2751874833900911,False,0.2784810126582278
153,46,AF,AF46,pert_0000,trt,1479,0.3834388022861517,False,0.3291139240506329
154,47,AF,AF47,pert_0000,trt,1301,0.41606435695581734,False,0.4556962025316455
155,48,AF,AF48,pert_0000,trt,1044,-0.6788213741883564,False,0.8860759493670886
156,45,R,R45,pert_0001,trt,1310,0.286406958284887,False,0.1645569620253164
157,39,M,M39,pert_0002,trt,1587,-1.0607549160476226,False,0.1645569620253164
158,3,AC,AC03,pert_0003,trt,1781,0.09315606211963892,False,0.3417721518987341
159,46,B,B46,pert_0004,trt,605,-0.7590166719753104,False,0.0396825396825396
160,37,I,I37,pert_0004,trt,752,0.09032650960078609,False,0.1012658227848101
161,19,S,S19,pert_0004,trt,698,1.7920771998919718,True,0.0886075949367088
162,4,AB,AB04,pert_0004,trt,831,-0.20576896285731505,False,0.1772151898734177
163,47,C,C47,pert_0005,trt,470,0.4623730807145551,False,0.0873015873015873
164,38,J,J38,pert_0005,trt,627,1.2750755048680282,True,0.0759493670886076
165,20,T,T20,pert_0005,trt,535,-0.42691336568158145,False,0.0632911392405063
166,5,AC,AC05,pert_0005,trt,686,-0.5671824260721011,False,0.0886075949367088
167,44,O,O44,pert_0006,trt,1635,-0.5774275464747961,False,0.1265822784810126
168,23,K,K23,pert_0007,trt,1461,-0.03820206656725458,False,0.1139240506329113
169,17,AC,AC17,pert_0008,trt,1537,-0.2167788840045334,False,0.2784810126582278
170,6,Z,Z06,pert_0009,trt,1621,0.06617912317179134,False,0.189873417721519
171,17,E,E17,pert_0010,trt,1368,1.692777554725873,True,0.0873015873015873
172,18,G,G18,pert_0011,trt,1671,0.460872624420273,False,0.0886075949367088
173,32,E,E32,pert_0012,trt,1581,-0.2337633084944623,False,0.1111111111111111
174,45,J,J45,pert_0013,trt,1406,0.3450121131444419,False,0.1012658227848101
175,20,Z,Z20,pert_0014,trt,1472,-1.1189647361169033,False,0.2025316455696202
176,11,R,R11,pert_0015,trt,1436,-0.9217689865989648,False,0.1772151898734177
177,47,AD,AD47,pert_0016,trt,1531,0.656970493473277,False,0.240506329113924
178,36,F,F36,pert_0017,trt,1689,-0.4545117393379929,False,0.1269841269841269
179,42,P,P42,pert_0018,trt,1406,-0.39699896525870826,False,0.2151898734177215
180,15,L,L15,pert_0019,trt,1519,0.48447257268791566,False,0.2025316455696202
181,15,AE,AE15,pert_0020,trt,1485,-1.6055279902810815,False,0.3924050632911392
182,28,X,X28,pert_0021,trt,1424,-0.0645960727730223,False,0.1139240506329113
183,25,X,X25,pert_0022,trt,1467,-0.5121406535372025,False,0.2151898734177215
184,30,L,L30,pert_0023,trt,1462,-1.7518115982037699,False,0.2151898734177215
185,37,U,U37,pert_0024,trt,1502,-2.517215704878884,False,0.1265822784810126
186,24,V,V24,pert_0025,trt,1541,0.8642333400845914,False,0.1645569620253164
187,26,N,N26,pert_0026,trt,1469,1.2175699018953798,True,0.1265822784810126
188,15,T,T15,pert_0027,trt,1707,-0.5424534464308643,False,0.0886075949367088
189,32,T,T32,pert_0028,trt,1694,1.243486643513517,True,0.1265822784810126
190,38,R,R38,pert_0029,trt,1379,0.9351897049681739,False,0.1392405063291139
191,34,V,V34,pert_0030,trt,1675,0.10790618380874888,False,0.0253164556962025
192,25,K,K25,pert_0031,trt,1355,-0.0829187918169656,False,0.1012658227848101
193,24,R,R24,pert_0032,trt,1690,0.576044203505558,False,0.1265822784810126
194,26,W,W26,pert_0033,trt,1429,-1.4206111778846873,False,0.0759493670886076
195,28,O,O28,pert_0034,trt,1371,-0.3118711344355679,False,0.0759493670886076
196,25,O,O25,pert_0035,trt,1401,0.7087909799284904,False,0.1139240506329113
197,27,P,P27,pert_0036,trt,1443,0.748564516440639,False,0.0886075949367088
198,36,O,O36,pert_0037,trt,1702,0.5696437699344017,False,0.0759493670886076
199,35,X,X35,pert_0038,trt,1746,-1.1880532071648793,False,0.1518987341772152
200,38,M,M38,pert_0039,trt,1378,-0.39062888922540356,False,0.1518987341772152
201,26,X,X26,pert_0040,trt,1715,1.754635549341647,True,0.1265822784810126
202,20,K,K20,pert_0041,trt,1465,0.7898001498504038,False,0.1645569620253164
203,24,X,X24,pert_0042,trt,1553,-0.524606564672321,False,0.1772151898734177
204,44,H,H44,pert_0043,trt,1526,0.1261938726094346,False,0.1518987341772152
205,42,B,B42,pert_0044,trt,1267,0.8219739838399858,False,0.119047619047619
206,22,S,S22,pert_0045,trt,1291,-1.10065018767161,False,0.1518987341772152
207,32,K,K32,pert_0046,trt,1508,-1.2347814837296354,False,0.189873417721519
208,28,I,I28,pert_0047,trt,1389,-0.7590639065186043,False,0.2025316455696202
209,28,AC,AC28,pert_0048,trt,1378,0.4237158479608154,False,0.1772151898734177
210,20,M,M20,pert_0049,trt,1448,-0.038606680897419865,False,0.0886075949367088
211,38,AB,AB38,pert_0050,trt,1710,-0.1382377260439906,False,0.2151898734177215
212,26,I,I26,pert_0051,trt,1536,-0.47683910971095644,False,0.1392405063291139
213,23,P,P23,pert_0052,trt,1601,-1.0560715335827797,False,0.1139240506329113
214,15,K,K15,pert_0053,trt,1531,-0.020739227214798348,False,0.1392405063291139
215,31,R,R31,pert_0054,trt,1604,-1.3958079054252723,False,0.1518987341772152
216,11,E,E11,pert_0055,trt,1365,-1.6924200404929206,False,0.1349206349206349
217,12,N,N12,pert_0056,trt,1472,1.304236435262847,True,0.0379746835443038
218,27,R,R27,pert_0057,trt,1403,0.3222617432081231,False,0.0759493670886076
219,10,T,T10,pert_0058,trt,1532,0.6748778368250238,False,0.2025316455696202
220,2,AC,AC02,pert_0059,trt,1583,-1.130136725550907,False,0.4177215189873418
221,2,F,F02,pert_0060,trt,1527,0.5005152928658135,False,0.2142857142857142
222,20,B,B20,pert_0061,trt,1483,-0.6122633898453563,False,0.1111111111111111
223,22,D,D22,pert_0062,trt,1594,0.5194849455942624,False,0.1349206349206349
224,25,M,M25,pert_0063,trt,1489,0.6465081982113208,False,0.1139240506329113
225,42,V,V42,pert_0064,trt,1457,-0.08289795294433058,False,0.1392405063291139
226,18,B,B18,pert_0065,trt,1647,-0.4004847750081119,False,0.1507936507936507
227,30,C,C30,pert_0066,trt,1403,1.4778063709331102,True,0.1507936507936507
228,32,Y,Y32,pert_0067,trt,1378,-1.7899080002605907,False,0.1645569620253164
229,2,M,M02,pert_0068,trt,1562,1.5984587556110832,True,0.3291139240506329
230,11,T,T11,pert_0069,trt,1638,-0.3602636498680057,False,0.0759493670886076
231,6,K,K06,pert_0070,trt,1430,1.3048629745001452,True,0.1518987341772152
232,31,N,N31,pert_0071,trt,1454,0.303924354636084,False,0.1518987341772152
233,44,AC,AC44,pert_0072,trt,1414,0.6219806123729512,False,0.1139240506329113
234,7,X,X07,pert_0073,trt,1709,-0.4906072608929888,False,0.1518987341772152
235,45,I,I45,pert_0074,trt,1380,-0.007816202215241704,False,0.1518987341772152
236,27,G,G27,pert_0075,trt,1542,-0.4253681893451173,False,0.2025316455696202
237,5,J,J05,pert_0076,trt,1449,1.2711042841488362,True,0.1518987341772152
238,27,AB,AB27,pert_0077,trt,1478,0.08023374419671296,False,0.2151898734177215
239,18,F,F18,pert_0078,trt,1593,-0.5203511470317572,False,0.0634920634920634
240,43,F,F43,pert_0079,trt,1383,-0.41989887340059423,False,0.1507936507936507
241,37,N,N37,pert_0080,trt,1353,0.6597069556067707,False,0.1265822784810126
242,29,N,N29,pert_0081,trt,1504,-0.005455093906678057,False,0.1139240506329113
243,37,R,R37,pert_0082,trt,1546,-0.28749456901436204,False,0.1645569620253164
244,27,M,M27,pert_0083,trt,1526,-1.1578609767433632,False,0.189873417721519
245,35,P,P35,pert_0084,trt,1304,0.6765278251234452,False,0.1265822784810126
246,15,O,O15,pert_0085,trt,1503,-0.5219237430165306,False,0.050632911392405
247,32,X,X32,pert_0086,trt,1599,0.9938263901087755,False,0.1645569620253164
248,21,I,I21,pert_0087,trt,1511,0.4401633383034083,False,0.1518987341772152
249,27,AA,AA27,pert_0088,trt,804,0.4129755578279875,False,0.0886075949367088
250,27,U,U27,pert_0089,trt,1508,-0.12344170519443953,False,0.050632911392405
251,16,S,S16,pert_0090,trt,1343,0.08663415412693046,False,0.1265822784810126
252,11,P,P11,pert_0091,trt,1508,-1.5894350845255416,False,0.1012658227848101
253,20,U,U20,pert_0092,trt,1350,0.8322010271205784,False,0.0886075949367088
254,27,S,S27,pert_0093,trt,1537,-0.5481373840842745,False,0.1012658227848101
255,17,J,J17,pert_0094,trt,1523,1.779434178166226,True,0.2278481012658227
256,33,I,I33,pert_0095,trt,1499,-0.10493635284851029,False,0.1772151898734177
257,31,V,V31,pert_0096,trt,1488,0.0919246256191182,False,0.1392405063291139
258,10,M,M10,pert_0097,trt,1592,-0.30384957662063,False,0.1392405063291139
259,34,U,U34,pert_0098,trt,1465,-1.0725870594644205,False,0.1392405063291139
260,34,Q,Q34,pert_0099,trt,1436,1.217701037854586,True,0.1265822784810126
261,36,AD,AD36,pert_0100,trt,1622,0.64181807084948,False,0.2784810126582278
262,44,S,S44,pert_0101,trt,1357,-1.4626129773876642,False,0.1392405063291139
263,6,S,S06,pert_0102,trt,1464,0.25861252330611684,False,0.1265822784810126
264,9,K,K09,pert_0103,trt,1369,0.3703985560874766,False,0.1265822784810126
265,28,J,J28,pert_0104,trt,1441,0.391489885055242,False,0.0886075949367088
266,32,O,O32,pert_0105,trt,1618,0.606630183082637,False,0.0886075949367088
267,29,O,O29,pert_0106,trt,1486,0.6791657227364806,False,0.1265822784810126
268,33,R,R33,pert_0107,trt,1481,-0.7247854890905361,False,0.189873417721519
269,15,C,C15,pert_0108,trt,1524,0.9883783418518336,False,0.119047619047619
270,13,I,I13,pert_0109,trt,1309,1.2116250963780433,True,0.0759493670886076
271,29,AA,AA29,pert_0110,trt,1448,-0.8266214945128928,False,0.1139240506329113
272,38,X,X38,pert_0111,trt,1593,-0.41500774925413436,False,0.2025316455696202
273,19,AD,AD19,pert_0112,trt,1536,-0.5890666915367334,False,0.3164556962025316
274,3,C,C03,pert_0113,trt,1648,-0.08911983483688984,False,0.0793650793650793
275,32,R,R32,pert_0114,trt,1533,-1.6592910757147317,False,0.0759493670886076
276,38,T,T38,pert_0115,trt,1740,0.4873958583983413,False,0.240506329113924
277,22,W,W22,pert_0116,trt,1486,-0.20625878509012727,False,0.0759493670886076
278,26,AC,AC26,pert_0117,trt,1605,-1.3992554635537289,False,0.2025316455696202
279,21,X,X21,pert_0118,trt,1715,-0.11322954057506592,False,0.2025316455696202
280,12,I,I12,pert_0119,trt,1408,-0.560787855085193,False,0.0632911392405063
281,25,AD,AD25,pert_0120,trt,1554,-0.36919333426782963,False,0.2658227848101265
282,16,AD,AD16,pert_0121,trt,1322,1.538716480047355,True,0.2911392405063291
283,25,L,L25,pert_0122,trt,1390,-1.2631813708376716,False,0.1012658227848101
284,24,W,W24,pert_0123,trt,1497,-1.0725496015475844,False,0.0632911392405063
285,18,Q,Q18,pert_0124,trt,1579,-0.7007596413882844,False,0.1772151898734177
286,10,B,B10,pert_0125,trt,1237,0.5450047277380475,False,0.1111111111111111
287,46,P,P46,pert_0126,trt,1426,0.5924898704785133,False,0.1518987341772152
288,30,S,S30,pert_0127,trt,1468,-0.8326125143336018,False,0.1518987341772152
289,22,B,B22,pert_0128,trt,1384,-1.4258886842042557,False,0.0555555555555555
290,34,E,E34,pert_0129,trt,1380,-0.6000424681947581,False,0.1111111111111111
291,34,C,C34,pert_0130,trt,1587,-1.03405612288413,False,0.1269841269841269
292,21,W,W21,pert_0131,trt,1451,-0.5170354498843039,False,0.1645569620253164
293,33,O,O33,pert_0132,trt,1453,-0.1697785072292463,False,0.1012658227848101
294,15,AD,AD15,pert_0133,trt,1646,-1.0536514028499455,False,0.2784810126582278
295,41,H,H41,pert_0134,trt,1393,-0.7659612908982342,False,0.1012658227848101
296,7,AB,AB07,pert_0135,trt,1846,0.6241599678716988,False,0.1265822784810126
297,3,AE,AE03,pert_0136,trt,1484,-0.739055969979158,False,0.1012658227848101
298,20,N,N20,pert_0137,trt,1617,-1.1301361782110697,False,0.1139240506329113
299,15,W,W15,pert_0138,trt,1544,0.06804198831446394,False,0.0886075949367088
300,41,Y,Y41,pert_0139,trt,1501,1.1525477250754124,True,0.0759493670886076
301,28,S,S28,pert_0140,trt,1340,-1.8854391025791069,False,0.189873417721519
302,6,T,T06,pert_0141,trt,1507,-1.3316385939063295,False,0.2025316455696202
303,38,S,S38,pert_0142,trt,1588,0.6894182902933884,False,0.1772151898734177
304,15,P,P15,pert_0143,trt,1435,0.2981499537362821,False,0.1772151898734177
305,9,R,R09,pert_0144,trt,1368,-2.988148985093718,False,0.1012658227848101
306,18,L,L18,pert_0145,trt,1358,-0.9715729961236585,False,0.050632911392405
307,27,N,N27,pert_0146,trt,1570,0.14118452793702996,False,0.1265822784810126
308,13,N,N13,pert_0147,trt,1345,-1.2002822164685762,False,0.1265822784810126
309,33,F,F33,pert_0148,trt,1478,0.7173784301408708,False,0.0555555555555555
310,17,V,V17,pert_0149,trt,1551,-0.07413407553726066,False,0.1139240506329113
311,25,P,P25,pert_0150,trt,1452,0.3820074704184675,False,0.1139240506329113
312,16,G,G16,pert_0151,trt,1478,0.9818281750112776,False,0.1265822784810126
313,23,O,O23,pert_0152,trt,1578,-0.5680192588830002,False,0.1012658227848101
314,10,U,U10,pert_0153,trt,1645,0.6279018979359391,False,0.1265822784810126
315,42,AB,AB42,pert_0154,trt,1580,2.3109967056086718,True,0.2025316455696202
316,12,S,S12,pert_0155,trt,1581,-0.8462581393309647,False,0.1139240506329113
317,24,N,N24,pert_0156,trt,1356,-0.638300726366716,False,0.1012658227848101
318,13,S,S13,pert_0157,trt,1383,0.305230161833936,False,0.0886075949367088
319,26,M,M26,pert_0158,trt,1593,-0.549417781077935,False,0.0632911392405063
320,9,Z,Z09,pert_0159,trt,1444,0.10123190599249662,False,0.1392405063291139
321,20,I,I20,pert_0160,trt,1486,-0.5580316129032014,False,0.1392405063291139
322,35,C,C35,pert_0161,trt,1385,-0.44341045807546015,False,0.1507936507936507
323,22,N,N22,pert_0162,trt,1382,-0.48178023463766917,False,0.0632911392405063
324,25,W,W25,pert_0163,trt,1389,-0.07871229857220609,False,0.1265822784810126
325,26,R,R26,pert_0164,trt,1434,-0.29763189962549974,False,0.189873417721519
326,36,V,V36,pert_0165,trt,1525,-0.7909479710344144,False,0.050632911392405
327,20,L,L20,pert_0166,trt,1548,-0.11257206772680708,False,0.2025316455696202
328,21,R,R21,pert_0167,trt,1497,-0.5157545979232726,False,0.1012658227848101
329,11,Q,Q11,pert_0168,trt,1412,0.7262158043931137,False,0.2025316455696202
330,19,N,N19,pert_0169,trt,1508,-1.1605775149627093,False,0.1392405063291139
331,31,Q,Q31,pert_0170,trt,1480,-0.9098920971488142,False,0.1012658227848101
